FUND,ISIN
BigEquityReturns,Q20NV9HY0PI3
BigEquityReturns,8F9755M40L5I
QuickCashStrategy,445R31Z3SF61
EuroSwaps,T3RC5F82H9U9
EuroSwaps,DVK598633850
EuroSwaps,E9UV43HBU47B
BigEquityReturns,TN080R2EMW4R
BigEquityReturns,N681492Y1M3A
EuroSwaps,I85T38L9CWRH
BigEquityReturns,968UU50POW52
QuickCashStrategy,194S4N658S67
BigEquityReturns,194S4N658S67
QuickCashStrategy,Z213QV16H8MA
YetAnotherFund,4W02P80885V0
EuroBonds,4W02P80885V0
NiceGrowth,NGU05F2UFY0L
EuroSwaps,NGU05F2UFY0L
YetAnotherFund,Q02Q196123I6
BigEquityReturns,ZN047U4S2PD5
EuroBonds,ZN047U4S2PD5
AnotherFund,97378RQ3F7D2
EuroSwaps,97378RQ3F7D2
NiceGrowth,1I1O7DMIV0F1
EuroSwaps,1I1O7DMIV0F1
AnotherFund,O6H7X9F75C6Q
QuickCashStrategy,O6H7X9F75C6Q
NiceGrowth,11776ER9554Y
EuroSwaps,11776ER9554Y
BigEquityReturns,HFHYI16832G1
YetAnotherFund,6S5PO59H78XJ
QuickCashStrategy,21DA0ZJJ3833
BigEquityReturns,U25O1996H726
EuroSwaps,U25O1996H726
QuickCashStrategy,94L1770Z9S2I
QuickCashStrategy,9JF4DH7I8E40
EuroBonds,9JF4DH7I8E40
EuroBonds,16DH252K6D1Y
QuickCashStrategy,16DH252K6D1Y
EuroBonds,M20X39BGDNZ7
BigEquityReturns,M20X39BGDNZ7
BigEquityReturns,CX55X0262785
YetAnotherFund,3OS95SFU366E
BigEquityReturns,3OS95SFU366E
EuroBonds,8D2V0B1NKC43
QuickCashStrategy,3E534SA4XRO2
NiceGrowth,ZA00062ZS3AB
YetAnotherFund,ZA00062ZS3AB
EuroBonds,8RP5KM025ZZS
YetAnotherFund,IV3088311S0Z
BigEquityReturns,5I7607FD4Z79
NiceGrowth,5I7607FD4Z79
QuickCashStrategy,51161XZ88B6R
AnotherFund,1708Y761W6E8
BigEquityReturns,1708Y761W6E8
EuroBonds,JL38F5791409
YetAnotherFund,HD203035P447
NiceGrowth,HD203035P447
NiceGrowth,4PP3P046YVW5
YetAnotherFund,1A9GG229H4Q0
EuroSwaps,1A9GG229H4Q0
QuickCashStrategy,L5I7809MBTK1
EuroSwaps,5711JGR01P96
AnotherFund,J004NW42J705
AnotherFund,41G6H74X6242
NiceGrowth,N9L34EZJTS41
EuroBonds,N9L34EZJTS41
QuickCashStrategy,PBWB61S0ALJ8
EuroBonds,PBWB61S0ALJ8
BigEquityReturns,8C316893R695
EuroBonds,8C316893R695
NiceGrowth,75CMV8DD6Q0H
AnotherFund,7S0I3X8WF8A1
NiceGrowth,2111H0E3HR98
AnotherFund,789BTO7077SD
EuroBonds,07L5K120263N
EuroSwaps,723D590X03TH
AnotherFund,723D590X03TH
NiceGrowth,0FS2U100K9J7
BigEquityReturns,890580BO1IUM
YetAnotherFund,890580BO1IUM
EuroSwaps,12878IR09J55
NiceGrowth,12878IR09J55
QuickCashStrategy,CF82H61M3I0K
EuroSwaps,CF82H61M3I0K
AnotherFund,NC2HWIJ06C60
YetAnotherFund,NC2HWIJ06C60
AnotherFund,50C5V6U6K99Q
QuickCashStrategy,74K504QB71LI
YetAnotherFund,74K504QB71LI
QuickCashStrategy,7299BH507ZHQ
NiceGrowth,9M0MPANRO8YJ
AnotherFund,9M0MPANRO8YJ
AnotherFund,8A1KW06976S2
QuickCashStrategy,3.89737E+11
NiceGrowth,3.89737E+11
EuroBonds,1365857K48NJ
NiceGrowth,AP6XBR69X610
YetAnotherFund,8C089Q565296
BigEquityReturns,Y79617AQADPW
NiceGrowth,Y79617AQADPW
YetAnotherFund,V82VDM021284
NiceGrowth,792UIVG6Y798
EuroSwaps,419K6Z7L51LQ
AnotherFund,A22X6T995237
AnotherFund,C979700716P5
YetAnotherFund,C979700716P5
AnotherFund,1B6D27024T92
NiceGrowth,1B6D27024T92
BigEquityReturns,4T469N1G4TE0
NiceGrowth,4T469N1G4TE0
AnotherFund,94E3FNGF8798
EuroSwaps,W7PY7X2D3IHC
YetAnotherFund,W7PY7X2D3IHC
NiceGrowth,M06500O2T652
AnotherFund,M06500O2T652
AnotherFund,M5J8Z9Q2ONA8
YetAnotherFund,27816B64F0M7
QuickCashStrategy,FI0JH895V5Q4
AnotherFund,R53QM33QR912
NiceGrowth,R53QM33QR912
EuroSwaps,TYH209P2D5NP
QuickCashStrategy,TYH209P2D5NP
YetAnotherFund,4U4660SE184D
EuroSwaps,NX6C05FE1697
YetAnotherFund,182BHUSI1L79
AnotherFund,182BHUSI1L79
NiceGrowth,P67HF619J2E9
YetAnotherFund,86M2512031J3
BigEquityReturns,86M2512031J3
QuickCashStrategy,56Y92R99O83Q
QuickCashStrategy,3KD662J95OC3
EuroBonds,3KD662J95OC3
YetAnotherFund,3M5GK30PMFQF
NiceGrowth,8F160J0FRFG9
AnotherFund,8F160J0FRFG9
QuickCashStrategy,3D0HP777G658
NiceGrowth,400T1L2PR2LK
EuroSwaps,400T1L2PR2LK
NiceGrowth,26EATL06L678
AnotherFund,26EATL06L678
QuickCashStrategy,L3426599AV7U
EuroSwaps,L3426599AV7U
EuroBonds,18M4V6DQ58MH
NiceGrowth,18M4V6DQ58MH
YetAnotherFund,097P742YL179
EuroSwaps,E64538876HM6
AnotherFund,92Q7C8387J85
EuroBonds,89CM534U21G8
NiceGrowth,89CM534U21G8
YetAnotherFund,91MX0E57WCU7
EuroSwaps,91MX0E57WCU7
AnotherFund,9W118RA24193
NiceGrowth,6D1B7U214FKB
QuickCashStrategy,6D1B7U214FKB
EuroBonds,A229M9R26HS0
EuroBonds,MXX301W9R09Z
NiceGrowth,MXX301W9R09Z
EuroSwaps,AYNG863O8282
EuroSwaps,0B54T51TG625
EuroBonds,B0S3753DVJ77
BigEquityReturns,40L8FKL6K179
NiceGrowth,40L8FKL6K179
YetAnotherFund,K9K60KT34539
NiceGrowth,D280928Z99P6
QuickCashStrategy,F98S4RO54R40
YetAnotherFund,H46D822A4YZ8
QuickCashStrategy,H46D822A4YZ8
NiceGrowth,73E8WLYIY53Q
EuroSwaps,73E8WLYIY53Q
QuickCashStrategy,47A9K1WY4GJI
EuroBonds,47A9K1WY4GJI
BigEquityReturns,S9TLXN76MR56
EuroBonds,S9TLXN76MR56
YetAnotherFund,S29FW273CPQ0
QuickCashStrategy,S29FW273CPQ0
EuroBonds,8R47015W3OFC
EuroSwaps,8R47015W3OFC
QuickCashStrategy,OWAV9X0X9E64
EuroSwaps,97P12IZ8D945
NiceGrowth,97P12IZ8D945
EuroSwaps,C6N4HY4Z421I
BigEquityReturns,N9J6C45QMB74
AnotherFund,N9J6C45QMB74
EuroSwaps,L08840U7AV39
YetAnotherFund,T6B15W9O524X
BigEquityReturns,1Q76MP5O0474
AnotherFund,1Q76MP5O0474
EuroBonds,N3GC212456KE
AnotherFund,1NP0282B63P8
QuickCashStrategy,6644770720JW
EuroBonds,7Q8C04UG2V5O
EuroSwaps,7Q8C04UG2V5O
BigEquityReturns,D2W38Z3OS6ZC
EuroBonds,5G516FG5348G
AnotherFund,5G516FG5348G
EuroSwaps,692V80RW7P9B
BigEquityReturns,692V80RW7P9B
EuroBonds,TK0G36660529
AnotherFund,FAJ8786OM962
BigEquityReturns,FAJ8786OM962
NiceGrowth,3N538R1R03WS
YetAnotherFund,3N538R1R03WS
EuroSwaps,58W3KE64Y64A
YetAnotherFund,0L6J0595POOW
EuroSwaps,0L6J0595POOW
YetAnotherFund,8PG396659493
EuroBonds,8PG396659493
NiceGrowth,SJ1347O90KKE
QuickCashStrategy,SJ1347O90KKE
EuroBonds,VEET33X00DV2
NiceGrowth,VEET33X00DV2
YetAnotherFund,6CV97512GT0L
YetAnotherFund,FNM8U64776BR
BigEquityReturns,FNM8U64776BR
BigEquityReturns,33IRQEKF786T
AnotherFund,JK5395461984
AnotherFund,BEOSI0L71OV9
QuickCashStrategy,39A1K9158U02
EuroBonds,39A1K9158U02
AnotherFund,U0OD86ZM4I29
EuroSwaps,U0OD86ZM4I29
YetAnotherFund,68280L5N6338
QuickCashStrategy,68280L5N6338
QuickCashStrategy,X712E3327EWQ
NiceGrowth,YG87T8266V73
BigEquityReturns,3CVB1EHW3314
YetAnotherFund,78694A97012B
NiceGrowth,7D81EPDM208C
NiceGrowth,MK5457P39199
BigEquityReturns,8657004U1V17
NiceGrowth,S45M0U5B4875
EuroBonds,S45M0U5B4875
NiceGrowth,980G5B59399S
YetAnotherFund,7O78768VM53O
YetAnotherFund,7D7Q5342T56D
NiceGrowth,7D7Q5342T56D
EuroSwaps,F6548690H7X3
YetAnotherFund,F6548690H7X3
NiceGrowth,3351JQ09HYJJ
BigEquityReturns,7GN30262171C
NiceGrowth,7GN30262171C
NiceGrowth,2ZB660E937F6
EuroSwaps,2ZB660E937F6
NiceGrowth,65V70OLU92V8
NiceGrowth,70281E7Q350M
AnotherFund,3802W18L8YYF
BigEquityReturns,8Y260G75T84D
NiceGrowth,9X1KF173966E
EuroSwaps,9X1KF173966E
NiceGrowth,7O20J2ZCOK7E
EuroSwaps,7O20J2ZCOK7E
QuickCashStrategy,AJB0P4K4C77N
YetAnotherFund,32G6040VGJ3A
BigEquityReturns,5584GVBTB911
AnotherFund,C599MB9IO064
QuickCashStrategy,C599MB9IO064
NiceGrowth,0ZKZ4SBJR00P
BigEquityReturns,14V880IZ73SH
EuroBonds,14V880IZ73SH
QuickCashStrategy,955F7711M1U1
EuroSwaps,955F7711M1U1
AnotherFund,M7OG96672OAV
QuickCashStrategy,C7R30MH2I7J9
BigEquityReturns,C7R30MH2I7J9
AnotherFund,9585693366FE
YetAnotherFund,4LJ175SR5923
AnotherFund,1J915OZ8G9EZ
EuroBonds,415F06638537
QuickCashStrategy,U46D2E3P4D49
NiceGrowth,U46D2E3P4D49
NiceGrowth,712972I2712J
QuickCashStrategy,712972I2712J
QuickCashStrategy,6G85A212162Y
YetAnotherFund,6G85A212162Y
AnotherFund,91611B5773M8
BigEquityReturns,91611B5773M8
EuroBonds,4W99223E10M9
NiceGrowth,85GY4217932F
AnotherFund,8U9762ER7221
NiceGrowth,8U9762ER7221
YetAnotherFund,8RJ66A64T594
NiceGrowth,V147P6D502MN
EuroSwaps,V147P6D502MN
BigEquityReturns,59UOQE8L3QGV
EuroBonds,59UOQE8L3QGV
EuroSwaps,SR926266LLXU
EuroSwaps,2LK4Z207T1IS
AnotherFund,2LK4Z207T1IS
EuroBonds,85863R32209L
EuroSwaps,85863R32209L
BigEquityReturns,13QK69C73453
NiceGrowth,13QK69C73453
BigEquityReturns,23PT9FE8L8J2
YetAnotherFund,MU598J688058
EuroSwaps,MU598J688058
EuroBonds,7T3310825I8K
QuickCashStrategy,GO5WD85X09T3
EuroSwaps,GO5WD85X09T3
QuickCashStrategy,611S7K1G97H5
EuroSwaps,611S7K1G97H5
YetAnotherFund,9O44L5945C21
NiceGrowth,9O44L5945C21
EuroSwaps,09BB195O2F09
NiceGrowth,09BB195O2F09
EuroBonds,8N265N3E00AX
EuroSwaps,9R2O46CR0005
AnotherFund,9R2O46CR0005
QuickCashStrategy,W8433647RBL9
EuroSwaps,36U1PJ55G2E2
EuroSwaps,4Z4097892XCP
BigEquityReturns,4Z4097892XCP
EuroBonds,K9XA2817C472
YetAnotherFund,K9XA2817C472
NiceGrowth,E9134032T5X2
EuroBonds,E9134032T5X2
BigEquityReturns,56460Y8MC82J
QuickCashStrategy,56460Y8MC82J
YetAnotherFund,87SN8B6371G2
BigEquityReturns,44489886N0A6
EuroBonds,44489886N0A6
QuickCashStrategy,F9KMV81F5IY4
BigEquityReturns,F9KMV81F5IY4
EuroBonds,OM4373226A0E
YetAnotherFund,OM4373226A0E
BigEquityReturns,7H7A0S5JV4E8
YetAnotherFund,7H7A0S5JV4E8
QuickCashStrategy,LLL36S79W587
YetAnotherFund,LLL36S79W587
EuroBonds,NK6U944KS5J5
AnotherFund,NK6U944KS5J5
AnotherFund,D5UO7QIKI49X
QuickCashStrategy,D5UO7QIKI49X
EuroSwaps,NS94OD32TV1N
YetAnotherFund,X863AO59ZU70
BigEquityReturns,X863AO59ZU70
BigEquityReturns,J1156A12G23Q
YetAnotherFund,J1156A12G23Q
EuroBonds,5Z58VV26XH9B
NiceGrowth,5Z58VV26XH9B
QuickCashStrategy,K043888EB936
EuroSwaps,D0VLNQO27828
EuroBonds,D0VLNQO27828
QuickCashStrategy,6UWXV7635820
BigEquityReturns,HA949W1R2ZU9
YetAnotherFund,50705BC3PSS0
AnotherFund,50705BC3PSS0
QuickCashStrategy,1106A1862OWW
NiceGrowth,400N07G90RZG
BigEquityReturns,5208V97I77R7
EuroBonds,5208V97I77R7
YetAnotherFund,GRX9QLOM2QA7
AnotherFund,GRX9QLOM2QA7
QuickCashStrategy,3WTG79V7ZD46
YetAnotherFund,3WTG79V7ZD46
EuroSwaps,XF5HS6Z78362
NiceGrowth,XF5HS6Z78362
YetAnotherFund,7331N6RA570Y
BigEquityReturns,7331N6RA570Y
AnotherFund,0Y5Y055Q670P
EuroBonds,CG72KRH2W282
YetAnotherFund,68F3S64AM5JR
AnotherFund,E507WN05W7M6
QuickCashStrategy,E507WN05W7M6
NiceGrowth,Q1C3NL472U5T
YetAnotherFund,A456073865D5
QuickCashStrategy,A456073865D5
EuroBonds,027816CC49XL
EuroSwaps,027816CC49XL
EuroBonds,TAD22L504I67
BigEquityReturns,TAD22L504I67
BigEquityReturns,1U4236S5111G
EuroBonds,89P685C780VL
AnotherFund,4892P34M2L29
EuroBonds,5X1WWN7N6P6R
EuroSwaps,5X1WWN7N6P6R
QuickCashStrategy,122A96SK769B
AnotherFund,122A96SK769B
NiceGrowth,3J0661395PN4
AnotherFund,JV05809RSQ81
BigEquityReturns,JV05809RSQ81
AnotherFund,7UK38R1SX38N
YetAnotherFund,609A81G74SHC
NiceGrowth,609A81G74SHC
EuroSwaps,31113H8Q237R
EuroBonds,RA78494814S5
QuickCashStrategy,5GWTN9TT2309
QuickCashStrategy,1Y23R69735V7
BigEquityReturns,1Y23R69735V7
YetAnotherFund,AJV14LXO2641
EuroBonds,433YZN1655OV
EuroSwaps,433YZN1655OV
EuroSwaps,42216FQ807B1
EuroSwaps,0FT8OC2X7E6H
EuroSwaps,61S8053J4I0F
NiceGrowth,61S8053J4I0F
AnotherFund,11H0Z78KL014
EuroBonds,U847Z5854636
NiceGrowth,HE42671M6TT2
BigEquityReturns,HE42671M6TT2
EuroSwaps,QQ5J79W1F998
AnotherFund,QQ5J79W1F998
EuroSwaps,Q39ZN7ZLXB7E
AnotherFund,Q39ZN7ZLXB7E
QuickCashStrategy,503V8H35234V
BigEquityReturns,503V8H35234V
EuroSwaps,427L68BSV224
QuickCashStrategy,427L68BSV224
BigEquityReturns,IL36407F9FVP
BigEquityReturns,L7QF5K058UEU
AnotherFund,L7QF5K058UEU
EuroSwaps,0E8MG111495B
EuroBonds,0E8MG111495B
YetAnotherFund,3007BRH8U6P9
EuroSwaps,3007BRH8U6P9
BigEquityReturns,8LJU0671DZ14
EuroBonds,252E7I1J9194
BigEquityReturns,9E5R67I373B1
QuickCashStrategy,9E5R67I373B1
QuickCashStrategy,390S02C43E6S
QuickCashStrategy,140Q04P7JFN6
AnotherFund,140Q04P7JFN6
EuroSwaps,8S3L97FNXEIB
BigEquityReturns,8S3L97FNXEIB
EuroBonds,851S7YWGY4OM
QuickCashStrategy,851S7YWGY4OM
BigEquityReturns,678BW1A1N28R
AnotherFund,678BW1A1N28R
EuroBonds,2LU446K7AU0F
QuickCashStrategy,5LC9518008H2
QuickCashStrategy,6B092953ZQ5Y
BigEquityReturns,763B8I02M608
QuickCashStrategy,763B8I02M608
YetAnotherFund,23Z0JA37MHN2
EuroSwaps,23Z0JA37MHN2
NiceGrowth,24NI6HYFMU55
AnotherFund,24NI6HYFMU55
YetAnotherFund,H465E7A40X05
YetAnotherFund,7804N5R94Y50
NiceGrowth,5Z62842B304W
NiceGrowth,2VW098E0896M
YetAnotherFund,14K3083N8287
EuroBonds,14K3083N8287
BigEquityReturns,028E3R34U101
EuroBonds,D6WCQBKB3G6Z
YetAnotherFund,74KQYYNZFH49
EuroBonds,74KQYYNZFH49
EuroSwaps,82G2S54EIX74
YetAnotherFund,82G2S54EIX74
YetAnotherFund,6V6VQ5CQX758
NiceGrowth,R1U5M7NUI1VY
QuickCashStrategy,XX0E70PLR5MN
QuickCashStrategy,MHO7C9197GU8
EuroSwaps,38FY2DT92HRK
BigEquityReturns,IUJZ3I7QR9H8
YetAnotherFund,IUJZ3I7QR9H8
EuroSwaps,09175L1XK107
NiceGrowth,09175L1XK107
EuroSwaps,0D1UVHNQJYF1
YetAnotherFund,72H844EET8F9
EuroBonds,U328YS71Q29B
EuroSwaps,U328YS71Q29B
YetAnotherFund,K2G1967596W3
AnotherFund,A8051CI8Z904
EuroBonds,A8051CI8Z904
QuickCashStrategy,909QMG2AH07X
EuroSwaps,909QMG2AH07X
EuroSwaps,ME687SN4DT96
QuickCashStrategy,I0OT906Q689E
AnotherFund,I0OT906Q689E
BigEquityReturns,6L71NQPB9I76
NiceGrowth,6L71NQPB9I76
NiceGrowth,Z03J75621OI1
BigEquityReturns,Z03J75621OI1
AnotherFund,W5SV976N78OV
NiceGrowth,W5SV976N78OV
QuickCashStrategy,40606S391T68
BigEquityReturns,40606S391T68
QuickCashStrategy,6790J234J2G3
YetAnotherFund,60FV500T0NEM
EuroSwaps,60FV500T0NEM
NiceGrowth,60543MP5I29H
AnotherFund,60543MP5I29H
AnotherFund,922TL45LJ94I
NiceGrowth,922TL45LJ94I
EuroBonds,46T3CB64HP8A
EuroSwaps,46T3CB64HP8A
YetAnotherFund,35317UT9238J
EuroBonds,35317UT9238J
AnotherFund,S7Z4U941LCBS
EuroBonds,S7Z4U941LCBS
AnotherFund,888JV6TJHA0K
BigEquityReturns,476T8W79K302
NiceGrowth,16U38UE0HPU4
BigEquityReturns,16U38UE0HPU4
QuickCashStrategy,A404256EVK32
BigEquityReturns,A404256EVK32
BigEquityReturns,05E6E2065776
AnotherFund,05E6E2065776
YetAnotherFund,0RJ69NU7Z549
NiceGrowth,5706F7B390S3
BigEquityReturns,4TOQ8RZ7B7OL
EuroBonds,4TOQ8RZ7B7OL
QuickCashStrategy,J55SKS543405
BigEquityReturns,J55SKS543405
YetAnotherFund,AA603C296E12
EuroSwaps,860B7BGC6739
EuroBonds,860B7BGC6739
EuroBonds,C4J3QF6DJ769
AnotherFund,8Y5P0428U518
BigEquityReturns,8Y5P0428U518
BigEquityReturns,X10U715E34A2
QuickCashStrategy,X10U715E34A2
EuroBonds,53701D99942J
BigEquityReturns,X540YCJ6Q2LX
EuroBonds,3S8A19W4IK84
EuroSwaps,QG69BPF99766
BigEquityReturns,QG69BPF99766
QuickCashStrategy,20Q2Z10YY9HX
QuickCashStrategy,BE308016Q54H
EuroSwaps,BE308016Q54H
NiceGrowth,0FG8129T615P
QuickCashStrategy,4E5N4H10933H
YetAnotherFund,4E5N4H10933H
QuickCashStrategy,KFTQ23L37828
EuroBonds,J1691G6W2E84
NiceGrowth,UL56X6521J59
EuroSwaps,UL56X6521J59
QuickCashStrategy,88O8X59K40R1
AnotherFund,88O8X59K40R1
NiceGrowth,7C52802K184F
EuroSwaps,7C52802K184F
NiceGrowth,PA519976P3J3
NiceGrowth,78B4565D56V8
AnotherFund,78B4565D56V8
BigEquityReturns,450392Q58S93
EuroBonds,450392Q58S93
YetAnotherFund,M0C8L94H3WP3
NiceGrowth,M0C8L94H3WP3
EuroSwaps,6566142FP701
NiceGrowth,8Z2U1308W8SQ
BigEquityReturns,JV7ZL8V99P78
QuickCashStrategy,1D15A83F49D3
EuroBonds,1D15A83F49D3
QuickCashStrategy,MG2B994P7557
NiceGrowth,MG2B994P7557
NiceGrowth,2M941GR112H3
QuickCashStrategy,8E3428L3L696
EuroBonds,8E3428L3L696
NiceGrowth,77DY99D8306W
AnotherFund,QER8XB8597UA
YetAnotherFund,QER8XB8597UA
BigEquityReturns,H136N774H8P4
EuroSwaps,H136N774H8P4
AnotherFund,36Q0B7UX9YL6
YetAnotherFund,36Q0B7UX9YL6
EuroBonds,8TS1UQL52800
AnotherFund,8TS1UQL52800
NiceGrowth,9HC8N78I48G4
NiceGrowth,8665Z3J5RB54
NiceGrowth,DZE433R1L472
NiceGrowth,B04H776BR00O
BigEquityReturns,B04H776BR00O
NiceGrowth,B3134202AOF2
YetAnotherFund,1C6ZVWJ2O20C
BigEquityReturns,1C6ZVWJ2O20C
QuickCashStrategy,36BK4L3RQO96
EuroBonds,66OE95E253W6
EuroSwaps,66OE95E253W6
BigEquityReturns,0GMX93D33K5R
EuroBonds,0GMX93D33K5R
BigEquityReturns,12488Q388775
EuroBonds,3276OBMT17QG
EuroBonds,8KY706739570
YetAnotherFund,598LO780G93G
NiceGrowth,M5EQKS4EIN53
YetAnotherFund,M5EQKS4EIN53
AnotherFund,992I21835512
QuickCashStrategy,992I21835512
EuroSwaps,271TIAJ52L37
EuroBonds,LEU0289EQNX6
NiceGrowth,LEU0289EQNX6
EuroBonds,16A030IS8WKN
NiceGrowth,L653R9J888N5
EuroSwaps,L653R9J888N5
BigEquityReturns,8C0I9FD09UJA
BigEquityReturns,HF31S1T1K2G7
NiceGrowth,81987AU29VP9
AnotherFund,81987AU29VP9
EuroSwaps,D160ZKVT8T31
BigEquityReturns,D160ZKVT8T31
EuroBonds,93E774IU6251
EuroBonds,2282W4HIJMNU
EuroSwaps,117FP51I438Y
NiceGrowth,117FP51I438Y
EuroBonds,7340132WHUT0
EuroBonds,528P8U20S838
AnotherFund,V27M700MP2S5
QuickCashStrategy,V27M700MP2S5
EuroBonds,76J8WR4H4160
AnotherFund,76J8WR4H4160
YetAnotherFund,1491CQ8V2E24
BigEquityReturns,7U3S9126I16N
NiceGrowth,U10S0035675L
EuroBonds,E9A6513C7340
QuickCashStrategy,C39RQDD7733O
AnotherFund,79K4635R1DU8
QuickCashStrategy,198P1S6W06FL
BigEquityReturns,WFLX0234Y05Y
EuroSwaps,2M1OK4ZM4J9T
NiceGrowth,E226M173TC8E
AnotherFund,4J5V0PB90OVI
QuickCashStrategy,4J5V0PB90OVI
EuroSwaps,3.21246E+11
BigEquityReturns,3.21246E+11
EuroSwaps,7X8K5353RFIJ
YetAnotherFund,184DC21EIYUV
NiceGrowth,184DC21EIYUV
EuroBonds,EA074OC3E6DT
NiceGrowth,EA074OC3E6DT
NiceGrowth,S996754L7B23
YetAnotherFund,S996754L7B23
EuroBonds,7F9EI3I1047Y
AnotherFund,7F9EI3I1047Y
BigEquityReturns,MDY18WFR113P
EuroSwaps,MDY18WFR113P
AnotherFund,5304GI720BR2
AnotherFund,6YYC21173C31
EuroSwaps,6YYC21173C31
NiceGrowth,Q80QAI24I56N
AnotherFund,Q80QAI24I56N
NiceGrowth,8898E7059J8A
YetAnotherFund,297725O30576
BigEquityReturns,297725O30576
BigEquityReturns,67933X66KD2O
BigEquityReturns,P532S8507P74
NiceGrowth,P532S8507P74
BigEquityReturns,M5J31O7S13Q6
EuroBonds,MJGZ6MMC2ENW
EuroSwaps,MJGZ6MMC2ENW
NiceGrowth,9B3M5ZM38NW0
YetAnotherFund,9B3M5ZM38NW0
EuroBonds,969YI9Y40MM7
AnotherFund,5H706R4T716N
QuickCashStrategy,5H706R4T716N
QuickCashStrategy,224G810K2T96
QuickCashStrategy,3602X0151158
YetAnotherFund,K6L43627O95E
EuroBonds,H7A8DOIR8CG7
EuroSwaps,009A7ZEBA8B5
YetAnotherFund,009A7ZEBA8B5
YetAnotherFund,4E090PK1A3Y4
AnotherFund,4E090PK1A3Y4
EuroBonds,64735JL2C0RQ
EuroSwaps,64735JL2C0RQ
YetAnotherFund,58TS6W1K3E73
EuroSwaps,5U657SK53YQ4
NiceGrowth,D74L98309R25
AnotherFund,W65046T8P97L
EuroSwaps,126M721386LA
AnotherFund,126M721386LA
BigEquityReturns,BI28B4A60886
EuroBonds,BI28B4A60886
EuroSwaps,1U6UB2PM23RY
BigEquityReturns,08KM6TU27BA3
YetAnotherFund,650T7W1014T3
QuickCashStrategy,9X64817450H8
EuroSwaps,9X64817450H8
AnotherFund,4Z21D6448J34
YetAnotherFund,068723DYD742
EuroSwaps,068723DYD742
EuroBonds,419D05TY08L5
YetAnotherFund,L992S8K282FY
EuroSwaps,787EJJ2B63Q4
BigEquityReturns,WSNP5XQ7P2P8
NiceGrowth,WSNP5XQ7P2P8
EuroBonds,AGYB226S023E
BigEquityReturns,34L082H16UXL
EuroSwaps,4TJ55P449QNR
NiceGrowth,K7N98B426934
AnotherFund,64A140V0X50W
EuroBonds,4509054T0T01
BigEquityReturns,4509054T0T01
BigEquityReturns,879M3K41202O
AnotherFund,2E0HDOV0FF53
YetAnotherFund,54847QFW3Q9S
YetAnotherFund,3QT97AM08O30
QuickCashStrategy,B994XEB9D3P6
BigEquityReturns,97V4SDIJ88X8
AnotherFund,D50R4AFM2E05
QuickCashStrategy,C0768616YBW7
EuroSwaps,C0768616YBW7
EuroBonds,8OL91DK32DC2
QuickCashStrategy,8OL91DK32DC2
NiceGrowth,SV64IM5L410Y
BigEquityReturns,SV64IM5L410Y
AnotherFund,7351Z4E3809H
YetAnotherFund,7351Z4E3809H
QuickCashStrategy,2EZGX65RQ031
BigEquityReturns,1319075I19FQ
EuroBonds,AUM458T2P8M8
EuroSwaps,AUM458T2P8M8
AnotherFund,439I5P760SI7
EuroSwaps,439I5P760SI7
AnotherFund,391R7P0482LL
BigEquityReturns,391R7P0482LL
QuickCashStrategy,W1S23MZ40QR0
EuroBonds,F3L675K1PS53
NiceGrowth,F3L675K1PS53
YetAnotherFund,34442C342N23
BigEquityReturns,34442C342N23
YetAnotherFund,50NX014AST09
BigEquityReturns,50NX014AST09
QuickCashStrategy,2M9U34H7V707
YetAnotherFund,6946ENMN122Q
NiceGrowth,08U90JG6J6X0
NiceGrowth,5TLNZZ004108
BigEquityReturns,5TLNZZ004108
EuroSwaps,3317O9737F87
EuroBonds,3317O9737F87
YetAnotherFund,BX2389UJ79Q2
EuroBonds,VK6FJE33503H
NiceGrowth,8AA344M62T35
YetAnotherFund,8AA344M62T35
YetAnotherFund,63BQ1G77031Q
NiceGrowth,PZ922GNH484I
BigEquityReturns,PZ922GNH484I
QuickCashStrategy,W9P64NW62Y2I
EuroBonds,QF2C3F69642A
YetAnotherFund,QF2C3F69642A
NiceGrowth,5S968403FK56
AnotherFund,5S968403FK56
QuickCashStrategy,92ZB8BX2GEP2
YetAnotherFund,99AY736Z0YKR
QuickCashStrategy,M967VR692048
AnotherFund,2L64M317YAM8
NiceGrowth,OO7557M6T073
EuroSwaps,R6HS0G0VCP47
QuickCashStrategy,R6HS0G0VCP47
QuickCashStrategy,P09WW73WRY60
AnotherFund,P09WW73WRY60
EuroSwaps,KI1772Y30N82
YetAnotherFund,KI1772Y30N82
YetAnotherFund,91DQ42OB9706
AnotherFund,91DQ42OB9706
EuroSwaps,9760H6Z06T1O
YetAnotherFund,9760H6Z06T1O
EuroBonds,5D65665B5A10
NiceGrowth,5D65665B5A10
BigEquityReturns,H3763Y3RFTC2
BigEquityReturns,V9005273HSS2
YetAnotherFund,95I019936UA5
EuroSwaps,95I019936UA5
AnotherFund,8056IT625EV9
EuroBonds,8056IT625EV9
AnotherFund,227869P1P6H1
QuickCashStrategy,227869P1P6H1
YetAnotherFund,67466M8A09Q4
QuickCashStrategy,7U04CICS2E5E
NiceGrowth,1EQPNP20Y447
EuroSwaps,BY495MA1B180
AnotherFund,BY495MA1B180
QuickCashStrategy,5GW4C8165F7J
EuroSwaps,5GW4C8165F7J
EuroBonds,RW10K977ZC5E
